,timestamp,atividade,resposta,energia,dia_semana,hora,streak,repeticoes_total
92,2025-02-16 17:00:00,responder_emails,completou,4,6,17,6,6
93,2025-02-16 19:00:00,estudar_teoria,parcialmente,4,6,19,0,6
94,2025-02-16 20:00:00,fazer_exercicios,completou,5,6,20,1,2
95,2025-02-16 22:00:00,meditacao,completou,3,6,22,5,11
96,2025-02-17 08:00:00,revisar_flashcards,completou,2,0,8,13,13
97,2025-02-17 11:00:00,trabalho_focado_25min,completou,1,0,11,1,5
98,2025-02-17 15:00:00,estudar_teoria,completou,1,0,15,1,7
99,2025-02-17 17:00:00,responder_emails,parcialmente,4,0,17,0,6
100,2025-02-17 18:00:00,revisar_flashcards,completou,4,0,18,14,14
101,2025-02-17 21:00:00,alongamento,completou,5,0,21,1,8
102,2025-02-18 08:00:00,alongamento,completou,2,1,8,2,9
103,2025-02-18 09:00:00,assistir_aula,completou,1,1,9,2,3
104,2025-02-18 12:00:00,almoco,completou,3,1,12,2,5
105,2025-02-18 15:00:00,trabalho_focado_25min,rejeitou,2,1,15,0,5
106,2025-02-18 18:00:00,exercicio_fisico,completou,4,1,18,1,3
107,2025-02-18 20:00:00,estudar_teoria,completou,5,1,20,2,8
108,2025-02-19 07:00:00,exercicio_fisico,completou,4,2,7,2,4
109,2025-02-19 11:00:00,reuniao,parcialmente,1,2,11,0,2
110,2025-02-19 14:00:00,assistir_aula,adiou,1,2,14,0,3
111,2025-02-19 15:00:00,fazer_exercicios,adiou,1,2,15,0,2
112,2025-02-19 16:00:00,fazer_exercicios,completou,3,2,16,1,3
113,2025-02-19 19:00:00,assistir_aula,ignorou,4,2,19,0,3
114,2025-02-20 07:00:00,exercicio_fisico,parcialmente,3,3,7,0,4
115,2025-02-20 10:00:00,fazer_exercicios,completou,1,3,10,2,4
116,2025-02-20 12:00:00,meditacao,completou,3,3,12,6,12
117,2025-02-20 13:00:00,almoco,completou,2,3,13,3,6
118,2025-02-20 16:00:00,alongamento,completou,3,3,16,3,10
119,2025-02-20 21:00:00,alongamento,completou,5,3,21,4,11
120,2025-02-21 09:00:00,estudar_teoria,adiou,2,4,9,0,8
121,2025-02-21 11:00:00,fazer_exercicios,rejeitou,2,4,11,0,4
122,2025-02-21 13:00:00,revisar_flashcards,completou,2,4,13,15,15
123,2025-02-21 15:00:00,fazer_exercicios,ignorou,1,4,15,0,4
124,2025-02-21 16:00:00,fazer_exercicios,adiou,2,4,16,0,4
125,2025-02-21 18:00:00,revisar_flashcards,completou,4,4,18,16,16
126,2025-02-22 09:00:00,responder_emails,adiou,1,5,9,0,6
127,2025-02-22 14:00:00,estudar_teoria,completou,1,5,14,1,9
128,2025-02-22 15:00:00,reuniao,ignorou,1,5,15,0,2
129,2025-02-22 17:00:00,responder_emails,completou,4,5,17,1,7
130,2025-02-22 19:00:00,assistir_aula,completou,5,5,19,1,4
131,2025-02-22 21:00:00,alongamento,completou,4,5,21,5,12
132,2025-02-23 08:00:00,alongamento,adiou,3,6,8,0,12
133,2025-02-23 13:00:00,descanso,completou,2,6,13,1,1
134,2025-02-23 15:00:00,pausa_cafe,completou,1,6,15,6,6
135,2025-02-23 16:00:00,trabalho_focado_25min,completou,2,6,16,1,6
136,2025-02-23 17:00:00,responder_emails,ignorou,4,6,17,0,7
137,2025-02-23 22:00:00,revisar_flashcards,completou,4,6,22,17,17
138,2025-02-24 09:00:00,responder_emails,adiou,2,0,9,0,7
139,2025-02-24 10:00:00,reuniao,completou,1,0,10,1,3
140,2025-02-24 12:00:00,meditacao,completou,3,0,12,7,13
141,2025-02-24 17:00:00,responder_emails,completou,4,0,17,1,8
142,2025-02-24 20:00:00,estudar_teoria,completou,5,0,20,2,10
143,2025-02-24 21:00:00,alongamento,completou,5,0,21,1,13
144,2025-02-25 09:00:00,responder_emails,rejeitou,1,1,9,0,8
145,2025-02-25 10:00:00,estudar_teoria,completou,1,1,10,3,11
146,2025-02-25 13:00:00,alongamento,completou,2,1,13,2,14
147,2025-02-25 14:00:00,trabalho_focado_25min,completou,1,1,14,2,7
148,2025-02-25 19:00:00,exercicio_fisico,completou,5,1,19,1,5
149,2025-02-25 22:00:00,descanso,parcialmente,5,1,22,0,1
150,2025-02-26 09:00:00,estudar_teoria,completou,1,2,9,4,12
151,2025-02-26 10:00:00,assistir_aula,adiou,1,2,10,0,4
152,2025-02-26 11:00:00,fazer_exercicios,completou,2,2,11,1,5
153,2025-02-26 14:00:00,assistir_aula,completou,2,2,14,1,5
154,2025-02-26 15:00:00,estudar_teoria,ignorou,1,2,15,0,12
155,2025-02-26 22:00:00,revisar_flashcards,ignorou,5,2,22,0,17
156,2025-02-27 07:00:00,meditacao,completou,4,3,7,8,14
157,2025-02-27 08:00:00,revisar_flashcards,adiou,3,3,8,0,17
158,2025-02-27 10:00:00,fazer_exercicios,rejeitou,1,3,10,0,5
159,2025-02-27 14:00:00,descanso,parcialmente,2,3,14,0,1
160,2025-02-27 16:00:00,alongamento,completou,3,3,16,3,15
161,2025-02-27 22:00:00,revisar_flashcards,adiou,5,3,22,0,17
162,2025-02-28 09:00:00,responder_emails,adiou,1,4,9,0,8
163,2025-02-28 10:00:00,trabalho_focado_25min,completou,1,4,10,3,8
164,2025-02-28 11:00:00,fazer_exercicios,completou,1,4,11,1,6
165,2025-02-28 12:00:00,almoco,completou,2,4,12,4,7
166,2025-02-28 14:00:00,estudar_teoria,ignorou,1,4,14,0,12
167,2025-02-28 19:00:00,exercicio_fisico,completou,5,4,19,2,6
168,2025-03-01 09:00:00,assistir_aula,completou,1,5,9,2,6
169,2025-03-01 13:00:00,almoco,completou,3,5,13,5,8
170,2025-03-01 15:00:00,trabalho_focado_25min,rejeitou,1,5,15,0,8
171,2025-03-01 16:00:00,trabalho_focado_25min,completou,3,5,16,1,9
172,2025-03-01 19:00:00,exercicio_fisico,completou,5,5,19,3,7
173,2025-03-01 22:00:00,descanso,completou,5,5,22,1,2
174,2025-03-02 08:00:00,alongamento,completou,1,6,8,4,16
175,2025-03-02 13:00:00,responder_emails,completou,3,6,13,1,9
176,2025-03-02 16:00:00,fazer_exercicios,parcialmente,2,6,16,0,6
177,2025-03-02 17:00:00,responder_emails,completou,2,6,17,2,10
178,2025-03-02 20:00:00,estudar_teoria,rejeitou,4,6,20,0,12
179,2025-03-02 22:00:00,descanso,completou,5,6,22,2,3
180,2025-03-03 08:00:00,alongamento,completou,3,0,8,5,17
181,2025-03-03 12:00:00,meditacao,completou,4,0,12,9,15
182,2025-03-03 14:00:00,descanso,completou,1,0,14,3,4
183,2025-03-03 17:00:00,responder_emails,completou,5,0,17,3,11
184,2025-03-03 19:00:00,estudar_teoria,completou,5,0,19,1,13
185,2025-03-03 21:00:00,alongamento,completou,4,0,21,6,18
186,2025-03-04 07:00:00,exercicio_fisico,rejeitou,4,1,7,0,7
187,2025-03-04 11:00:00,reuniao,completou,1,1,11,2,4
188,2025-03-04 14:00:00,descanso,completou,1,1,14,4,5
189,2025-03-04 16:00:00,trabalho_focado_25min,completou,3,1,16,2,10
190,2025-03-04 19:00:00,estudar_teoria,parcialmente,4,1,19,0,13
191,2025-03-04 22:00:00,revisar_flashcards,completou,5,1,22,1,18
192,2025-03-05 08:00:00,revisar_flashcards,ignorou,4,2,8,0,18
193,2025-03-05 09:00:00,trabalho_focado_25min,completou,1,2,9,3,11
194,2025-03-05 14:00:00,trabalho_focado_25min,ignorou,2,2,14,0,11
195,2025-03-05 15:00:00,trabalho_focado_25min,adiou,1,2,15,0,11
196,2025-03-05 16:00:00,fazer_exercicios,completou,2,2,16,1,7
197,2025-03-05 18:00:00,revisar_flashcards,ignorou,4,2,18,0,18
198,2025-03-06 08:00:00,alongamento,completou,3,3,8,7,19
199,2025-03-06 09:00:00,assistir_aula,parcialmente,2,3,9,0,6
200,2025-03-06 10:00:00,assistir_aula,completou,1,3,10,1,7
201,2025-03-06 12:00:00,meditacao,completou,3,3,12,10,16
202,2025-03-06 13:00:00,alongamento,completou,3,3,13,8,20
203,2025-03-06 15:00:00,estudar_teoria,completou,1,3,15,1,14
204,2025-03-07 07:00:00,meditacao,completou,4,4,7,11,17
205,2025-03-07 11:00:00,trabalho_focado_25min,completou,1,4,11,1,12
206,2025-03-07 14:00:00,estudar_teoria,completou,1,4,14,2,15
207,2025-03-07 19:00:00,exercicio_fisico,parcialmente,4,4,19,0,7
208,2025-03-07 20:00:00,estudar_teoria,completou,5,4,20,3,16
209,2025-03-07 22:00:00,meditacao,completou,4,4,22,12,18
210,2025-03-08 15:00:00,pausa_cafe,completou,1,5,15,7,7
211,2025-03-08 18:00:00,exercicio_fisico,completou,4,5,18,1,8
212,2025-03-08 19:00:00,estudar_teoria,completou,5,5,19,4,17
213,2025-03-08 20:00:00,fazer_exercicios,completou,5,5,20,2,8
214,2025-03-08 21:00:00,alongamento,completou,5,5,21,9,21
215,2025-03-08 22:00:00,descanso,completou,5,5,22,5,6
216,2025-03-09 11:00:00,reuniao,rejeitou,1,6,11,0,4
217,2025-03-09 14:00:00,reuniao,completou,1,6,14,1,5
218,2025-03-09 15:00:00,fazer_exercicios,completou,1,6,15,3,9
219,2025-03-09 19:00:00,estudar_teoria,completou,5,6,19,5,18
220,2025-03-09 20:00:00,fazer_exercicios,completou,4,6,20,4,10
221,2025-03-09 22:00:00,meditacao,parcialmente,4,6,22,0,18
222,2025-03-10 08:00:00,alongamento,completou,1,0,8,10,22
223,2025-03-10 10:00:00,fazer_exercicios,completou,2,0,10,5,11
224,2025-03-10 14:00:00,assistir_aula,ignorou,1,0,14,0,7
225,2025-03-10 17:00:00,responder_emails,completou,3,0,17,4,12
226,2025-03-10 21:00:00,alongamento,completou,4,0,21,11,23
227,2025-03-10 22:00:00,descanso,parcialmente,5,0,22,0,6
228,2025-03-11 08:00:00,revisar_flashcards,completou,3,1,8,1,19
229,2025-03-11 10:00:00,fazer_exercicios,completou,1,1,10,6,12
230,2025-03-11 13:00:00,descanso,completou,3,1,13,1,7
231,2025-03-11 16:00:00,alongamento,completou,3,1,16,12,24
232,2025-03-11 17:00:00,responder_emails,completou,5,1,17,5,13
233,2025-03-11 19:00:00,assistir_aula,completou,5,1,19,1,8
234,2025-03-12 09:00:00,assistir_aula,rejeitou,2,2,9,0,8
235,2025-03-12 10:00:00,reuniao,completou,1,2,10,2,6
236,2025-03-12 12:00:00,almoco,completou,3,2,12,6,9
237,2025-03-12 14:00:00,descanso,completou,2,2,14,2,8
238,2025-03-12 15:00:00,estudar_teoria,completou,1,2,15,6,19
239,2025-03-12 18:00:00,exercicio_fisico,completou,4,2,18,2,9
240,2025-03-13 07:00:00,meditacao,parcialmente,3,3,7,0,18
241,2025-03-13 09:00:00,responder_emails,completou,1,3,9,6,14
242,2025-03-13 10:00:00,pausa_cafe,completou,2,3,10,8,8
243,2025-03-13 18:00:00,exercicio_fisico,completou,3,3,18,3,10
244,2025-03-13 21:00:00,alongamento,completou,5,3,21,13,25
245,2025-03-13 22:00:00,meditacao,completou,5,3,22,1,19
246,2025-03-14 07:00:00,meditacao,completou,4,4,7,2,20
247,2025-03-14 09:00:00,trabalho_focado_25min,parcialmente,1,4,9,0,12
248,2025-03-14 13:00:00,responder_emails,completou,3,4,13,7,15
249,2025-03-14 14:00:00,descanso,completou,1,4,14,3,9
250,2025-03-14 15:00:00,reuniao,parcialmente,2,4,15,0,6
251,2025-03-14 22:00:00,meditacao,completou,5,4,22,3,21
252,2025-03-15 07:00:00,meditacao,completou,3,5,7,4,22
253,2025-03-15 10:00:00,reuniao,completou,1,5,10,1,7
254,2025-03-15 13:00:00,alongamento,completou,4,5,13,14,26
255,2025-03-15 16:00:00,fazer_exercicios,completou,4,5,16,7,13
256,2025-03-15 17:00:00,responder_emails,completou,5,5,17,8,16
257,2025-03-15 22:00:00,meditacao,completou,5,5,22,5,23
258,2025-03-16 07:00:00,meditacao,adiou,4,6,7,0,23
259,2025-03-16 11:00:00,fazer_exercicios,adiou,1,6,11,0,13
260,2025-03-16 12:00:00,almoco,completou,2,6,12,7,10
261,2025-03-16 13:00:00,almoco,completou,2,6,13,8,11
262,2025-03-16 21:00:00,alongamento,completou,5,6,21,15,27
263,2025-03-16 22:00:00,revisar_flashcards,completou,4,6,22,2,20
264,2025-03-17 08:00:00,alongamento,completou,2,0,8,16,28
265,2025-03-17 10:00:00,fazer_exercicios,completou,1,0,10,1,14
266,2025-03-17 11:00:00,reuniao,parcialmente,2,0,11,0,7
267,2025-03-17 15:00:00,reuniao,parcialmente,1,0,15,0,7
268,2025-03-17 20:00:00,estudar_teoria,completou,4,0,20,7,20
269,2025-03-17 22:00:00,revisar_flashcards,completou,5,0,22,3,21
270,2025-03-18 10:00:00,pausa_cafe,completou,1,1,10,9,9
271,2025-03-18 14:00:00,assistir_aula,adiou,1,1,14,0,8
272,2025-03-18 15:00:00,fazer_exercicios,adiou,1,1,15,0,14
273,2025-03-18 16:00:00,trabalho_focado_25min,completou,3,1,16,1,13
274,2025-03-18 18:00:00,exercicio_fisico,parcialmente,4,1,18,0,10
275,2025-03-18 21:00:00,alongamento,completou,5,1,21,17,29
276,2025-03-19 11:00:00,fazer_exercicios,adiou,2,2,11,0,14
277,2025-03-19 16:00:00,fazer_exercicios,completou,3,2,16,1,15
278,2025-03-19 17:00:00,responder_emails,completou,4,2,17,9,17
279,2025-03-19 18:00:00,exercicio_fisico,completou,4,2,18,1,11
280,2025-03-19 21:00:00,alongamento,completou,4,2,21,18,30
281,2025-03-19 22:00:00,revisar_flashcards,completou,5,2,22,4,22
282,2025-03-20 08:00:00,revisar_flashcards,completou,3,3,8,5,23
283,2025-03-20 11:00:00,trabalho_focado_25min,adiou,1,3,11,0,13
284,2025-03-20 12:00:00,meditacao,completou,3,3,12,1,24
285,2025-03-20 17:00:00,responder_emails,completou,5,3,17,10,18
286,2025-03-20 20:00:00,estudar_teoria,completou,4,3,20,8,21
287,2025-03-20 22:00:00,revisar_flashcards,rejeitou,5,3,22,0,23
288,2025-03-21 09:00:00,estudar_teoria,completou,1,4,9,9,22
289,2025-03-21 10:00:00,reuniao,completou,1,4,10,1,8
290,2025-03-21 11:00:00,reuniao,completou,1,4,11,2,9
291,2025-03-21 17:00:00,responder_emails,completou,3,4,17,11,19
292,2025-03-21 18:00:00,revisar_flashcards,completou,4,4,18,1,24
293,2025-03-21 22:00:00,revisar_flashcards,completou,5,4,22,2,25
294,2025-03-22 07:00:00,meditacao,completou,3,5,7,2,25
295,2025-03-22 08:00:00,alongamento,parcialmente,2,5,8,0,30
296,2025-03-22 11:00:00,reuniao,rejeitou,1,5,11,0,9
297,2025-03-22 13:00:00,revisar_flashcards,completou,3,5,13,3,26
298,2025-03-22 18:00:00,exercicio_fisico,parcialmente,5,5,18,0,11
299,2025-03-22 20:00:00,estudar_teoria,completou,5,5,20,10,23
300,2025-03-23 07:00:00,exercicio_fisico,parcialmente,2,6,7,0,11
301,2025-03-23 08:00:00,alongamento,completou,2,6,8,1,31
302,2025-03-23 11:00:00,reuniao,ignorou,1,6,11,0,9
303,2025-03-23 17:00:00,responder_emails,completou,3,6,17,12,20
304,2025-03-23 20:00:00,estudar_teoria,completou,5,6,20,11,24
305,2025-03-23 21:00:00,alongamento,completou,3,6,21,2,32
306,2025-03-24 08:00:00,alongamento,completou,2,0,8,3,33
307,2025-03-24 13:00:00,revisar_flashcards,parcialmente,3,0,13,0,26
308,2025-03-24 14:00:00,estudar_teoria,adiou,1,0,14,0,24
309,2025-03-24 15:00:00,fazer_exercicios,parcialmente,2,0,15,0,15
310,2025-03-24 18:00:00,revisar_flashcards,completou,5,0,18,1,27
311,2025-03-24 21:00:00,alongamento,parcialmente,4,0,21,0,33
312,2025-03-25 09:00:00,assistir_aula,rejeitou,1,1,9,0,8
313,2025-03-25 11:00:00,trabalho_focado_25min,ignorou,1,1,11,0,13
314,2025-03-25 12:00:00,meditacao,parcialmente,3,1,12,0,25
315,2025-03-25 13:00:00,revisar_flashcards,adiou,4,1,13,0,27
316,2025-03-25 15:00:00,estudar_teoria,completou,2,1,15,1,25
317,2025-03-25 22:00:00,descanso,parcialmente,5,1,22,0,9
318,2025-03-26 07:00:00,exercicio_fisico,completou,3,2,7,1,12
319,2025-03-26 11:00:00,trabalho_focado_25min,adiou,1,2,11,0,13
320,2025-03-26 16:00:00,reuniao,parcialmente,4,2,16,0,9
321,2025-03-26 18:00:00,exercicio_fisico,completou,4,2,18,2,13
322,2025-03-26 20:00:00,estudar_teoria,completou,5,2,20,2,26
323,2025-03-26 22:00:00,descanso,completou,5,2,22,1,10
324,2025-03-27 07:00:00,meditacao,completou,5,3,7,1,26
325,2025-03-27 09:00:00,trabalho_focado_25min,completou,1,3,9,1,14
326,2025-03-27 15:00:00,pausa_cafe,completou,1,3,15,10,10
327,2025-03-27 17:00:00,responder_emails,completou,5,3,17,13,21
328,2025-03-27 18:00:00,revisar_flashcards,completou,4,3,18,1,28
329,2025-03-27 19:00:00,exercicio_fisico,completou,5,3,19,3,14
330,2025-03-28 09:00:00,trabalho_focado_25min,completou,1,4,9,2,15
331,2025-03-28 12:00:00,almoco,parcialmente,3,4,12,0,11
332,2025-03-28 14:00:00,trabalho_focado_25min,parcialmente,2,4,14,0,15
333,2025-03-28 17:00:00,responder_emails,completou,4,4,17,14,22
334,2025-03-28 18:00:00,revisar_flashcards,completou,4,4,18,2,29
335,2025-03-28 20:00:00,fazer_exercicios,completou,5,4,20,1,16
336,2025-03-29 11:00:00,fazer_exercicios,adiou,2,5,11,0,16
337,2025-03-29 12:00:00,almoco,adiou,2,5,12,0,11
338,2025-03-29 13:00:00,responder_emails,parcialmente,3,5,13,0,22
339,2025-03-29 14:00:00,trabalho_focado_25min,completou,1,5,14,1,16
340,2025-03-29 16:00:00,reuniao,completou,4,5,16,1,10
341,2025-03-29 17:00:00,responder_emails,completou,3,5,17,1,23
342,2025-03-30 07:00:00,meditacao,completou,3,6,7,2,27
343,2025-03-30 08:00:00,alongamento,completou,2,6,8,1,34
344,2025-03-30 12:00:00,almoco,completou,2,6,12,1,12
345,2025-03-30 14:00:00,assistir_aula,parcialmente,1,6,14,0,8
346,2025-03-30 21:00:00,alongamento,completou,3,6,21,2,35
347,2025-03-30 22:00:00,descanso,completou,4,6,22,2,11
348,2025-03-31 09:00:00,estudar_teoria,completou,1,0,9,3,27
349,2025-03-31 13:00:00,revisar_flashcards,completou,2,0,13,3,30
350,2025-03-31 15:00:00,fazer_exercicios,completou,1,0,15,1,17
351,2025-03-31 16:00:00,reuniao,parcialmente,3,0,16,0,10
352,2025-03-31 19:00:00,assistir_aula,completou,5,0,19,1,9
353,2025-03-31 20:00:00,estudar_teoria,completou,5,0,20,4,28
354,2025-04-01 10:00:00,fazer_exercicios,rejeitou,1,1,10,0,17
355,2025-04-01 12:00:00,almoco,completou,3,1,12,2,13
356,2025-04-01 13:00:00,responder_emails,completou,3,1,13,2,24
357,2025-04-01 14:00:00,assistir_aula,adiou,1,1,14,0,9
358,2025-04-01 15:00:00,estudar_teoria,completou,1,1,15,5,29
359,2025-04-01 20:00:00,fazer_exercicios,completou,4,1,20,1,18
